mol_id,y_true,prob_mean,prob_std,prob_min,prob_max,n_conformers
57,0.0,0.5099457999070486,0.026199534629483438,0.48634353280067444,0.5381364226341248,3
58,0.0,0.2956020037333171,0.07900115624300179,0.21173113584518433,0.3686089813709259,3
59,0.0,0.696398546298345,0.22609978470405426,0.43532100319862366,0.8269404768943787,3
60,0.0,0.1176297093431155,0.0038355925557050723,0.11540050804615021,0.12205863744020462,3
61,0.0,0.23214456935723624,0.007785633210821332,0.22333760559558868,0.23811142146587372,3
62,0.0,2.9925409517304415e-11,2.963056150771929e-11,1.5506801571973927e-12,6.066953189831636e-11,3
63,1.0,0.3493102490901947,0.06847356114553982,0.2858196198940277,0.4218640625476837,3
64,0.0,0.34441643953323364,0.07605052741409776,0.30007046461105347,0.43223056197166443,3
65,0.0,0.9157812198003134,0.027714757896695405,0.8837961554527283,0.9326817989349365,3
66,0.0,0.17547778288523355,0.03862610648769678,0.13245049118995667,0.20716321468353271,3
67,0.0,0.39433109760284424,0.06813824103044416,0.3549903631210327,0.4730103611946106,3
68,0.0,0.9194079836209615,0.030277525326785952,0.8845120668411255,0.9387092590332031,3
69,0.0,0.6058555444081625,0.044811936292264515,0.5645886063575745,0.6535239815711975,3
70,0.0,0.2675555994113286,0.03057747395938073,0.232247993350029,0.28531724214553833,3
71,0.0,0.25579269230365753,0.02176954885339128,0.2416372448205948,0.28086015582084656,3
72,0.0,0.37019461393356323,0.0019315429006947758,0.36796465516090393,0.3713459372520447,3
73,0.0,0.7010971109072367,0.029146396275437164,0.6674776673316956,0.7192530035972595,3
74,0.0,0.4812902013460795,0.027189782196648034,0.45833468437194824,0.5113170146942139,3
75,0.0,0.3670030434926351,0.005853748923263756,0.36297568678855896,0.3737179636955261,3
76,0.0,0.45998793840408325,1.6593230851978128e-07,0.4599877893924713,0.4599881172180176,3
77,0.0,0.13925827542940775,0.0307943375480354,0.11668336391448975,0.1743379831314087,3
78,0.0,0.1182450180252393,0.009541920599554669,0.10969123989343643,0.12853629887104034,3
79,0.0,0.825173815091451,0.053481858672678156,0.7758316993713379,0.8820058107376099,3
80,0.0,0.6773748993873596,0.09167633709134985,0.588472306728363,0.7715936303138733,3
81,0.0,0.6028150916099548,0.030358762827121032,0.5852858424186707,0.6378703713417053,3
82,0.0,0.6081493099530538,0.010177769440305729,0.5990175604820251,0.6191218495368958,3
83,0.0,0.6853812138239542,0.021239939801743265,0.6726222038269043,0.7099002003669739,3
84,0.0,0.39769930640856427,0.04404137717166052,0.35126376152038574,0.43887391686439514,3
85,0.0,0.07650566101074219,0.01581307456026937,0.058911532163619995,0.08953218162059784,3
86,0.0,0.36534637212753296,0.08690883221168884,0.26500043272972107,0.41659843921661377,3
87,0.0,0.18523428837458292,0.02170021433067791,0.16464069485664368,0.20789341628551483,3
88,0.0,0.1822052796681722,0.04398434694562101,0.1506122201681137,0.23244062066078186,3
89,0.0,0.1246629332502683,0.0392754933906648,0.10198453068733215,0.1700143665075302,3
90,0.0,0.5561928749084473,0.0904023947711465,0.4959237575531006,0.6601401567459106,3
91,0.0,0.6696097254753113,3.317039985174305e-06,0.6696059107780457,0.669611930847168,3
92,0.0,0.18768581251303354,0.02372153128337175,0.16085946559906006,0.20589183270931244,3
93,0.0,0.3840745687484741,0.04917953488970018,0.35370638966560364,0.4408153295516968,3
94,0.0,0.10224724560976028,0.02328496885117243,0.07634758949279785,0.12144972383975983,3
95,1.0,0.5551117757956187,0.13532969057056424,0.3988472521305084,0.6336613297462463,3
96,0.0,0.20477165778477988,0.026489477798297113,0.1894523650407791,0.2353590577840805,3
97,0.0,0.5721663435300192,0.05226070573970085,0.5119963884353638,0.6062342524528503,3
98,0.0,0.30157781143983203,0.1286912469425621,0.1529911309480667,0.3775845766067505,3
99,0.0,0.18380733331044516,0.026529857677740132,0.15317881107330322,0.1996251493692398,3
100,0.0,0.4448912739753723,0.08108444990226658,0.39774128794670105,0.5385187268257141,3
101,0.0,0.6175369819005331,0.10434757903846652,0.5255913138389587,0.7309480309486389,3
102,1.0,0.9521106084187826,0.013987295755943005,0.9394635558128357,0.9671337604522705,3
103,0.0,0.9139700531959534,0.07853391004136498,0.8235259056091309,0.9648901224136353,3
104,0.0,0.08743530636032422,0.047275430974000845,0.04836029186844826,0.13998529314994812,3
105,0.0,0.26248695453008014,0.0008779381088517939,0.26147329807281494,0.2630060613155365,3
106,1.0,0.7313607931137085,0.14724560186410995,0.5706332921981812,0.8597481846809387,3
107,0.0,0.06472930684685707,0.020924089094308245,0.05126618966460228,0.08883544057607651,3
108,0.0,0.39595262209574383,0.024617829331880333,0.3699144721031189,0.4188483655452728,3
109,0.0,0.12031157811482747,0.000674992943609698,0.119561105966568,0.12086904793977737,3
110,0.0,0.3374413847923279,0.11962120072655102,0.2049052119255066,0.4373970627784729,3
111,0.0,0.18763467669487,6.145712920219088e-07,0.18763400614261627,0.18763521313667297,3
112,0.0,0.45470309257507324,0.053716241424540935,0.40087655186653137,0.5083083510398865,3
113,0.0,0.3549044132232666,0.0697819823153984,0.27578723430633545,0.4076871871948242,3
114,0.0,0.33264411489168805,6.324368334737404e-07,0.33264338970184326,0.3326445519924164,3
115,0.0,0.4624616901079814,0.09693156855660015,0.37640875577926636,0.5674712061882019,3
116,0.0,0.31598566969235736,0.04523773113922294,0.26575252413749695,0.35350891947746277,3
117,0.0,0.5727056860923767,0.19764340004475492,0.3474619388580322,0.7171372175216675,3
118,0.0,0.08203370124101639,0.022681228569431923,0.06675156950950623,0.10809433460235596,3
119,0.0,0.223845012485981,0.08672662346303274,0.12474318593740463,0.2858710289001465,3
120,0.0,0.694067100683848,0.03935899908612334,0.6686830520629883,0.7394067645072937,3
121,0.0,0.46153709292411804,1.812804499357408e-07,0.46153688430786133,0.4615372121334076,3
122,0.0,0.3956440289815267,0.012177443912065733,0.38166266679763794,0.4039313495159149,3
123,0.0,0.2259063869714737,5.81300008791469e-06,0.22590115666389465,0.2259126454591751,3
124,0.0,0.022672151681035757,0.01769249646893006,0.006538326386362314,0.04159259796142578,3
125,0.0,0.6233919858932495,0.1847784842071133,0.4941573739051819,0.8350361585617065,3
126,0.0,0.7568620443344116,0.029469034867997464,0.7234286665916443,0.77906334400177,3
127,0.0,0.23927279313405356,0.021786125657910424,0.22613558173179626,0.26442083716392517,3
128,0.0,0.4895009398460388,0.04902779332276635,0.45853549242019653,0.5460273027420044,3
129,0.0,0.46244389812151593,0.06403550018820951,0.39150384068489075,0.5159742832183838,3
130,0.0,0.6908191839853922,0.05248473462630732,0.6350349187850952,0.7392231225967407,3
131,0.0,0.7271592020988464,0.00045445291215323667,0.726725697517395,0.7276320457458496,3
132,0.0,0.6093895634015402,0.08489940240225093,0.5121789574623108,0.6689713001251221,3
133,0.0,0.6628784735997518,0.08549249048942173,0.565726637840271,0.7266236543655396,3
134,0.0,0.24695133666197458,1.3600388133771793e-06,0.24695008993148804,0.24695278704166412,3
135,0.0,0.16779842227697372,0.039175814683187114,0.1244896873831749,0.200766921043396,3
136,0.0,0.41375863055388135,0.18283918044760547,0.2083868533372879,0.5588354468345642,3
137,0.0,0.3828577697277069,0.06071808451021304,0.3136803209781647,0.42732304334640503,3
138,0.0,0.8943104147911072,0.043538008357802985,0.8442651033401489,0.9234753251075745,3
139,0.0,0.559911827246348,0.0494171127816382,0.5169788002967834,0.6139301061630249,3
140,0.0,0.170379509528478,0.03039276847371212,0.14490780234336853,0.20402264595031738,3
141,0.0,0.2491270254055659,0.058544942084435475,0.19002769887447357,0.30710136890411377,3
142,0.0,0.31594709555308026,0.24836832290430483,0.17114125192165375,0.6027334928512573,3
143,0.0,0.8161413470904032,0.011350935280642687,0.808613657951355,0.829197347164154,3
144,0.0,0.6762392322222391,0.05069006775846246,0.6429386138916016,0.7345762848854065,3
145,0.0,0.572351853052775,0.017691698552694163,0.556651771068573,0.5915212035179138,3
146,1.0,0.8329525589942932,0.000573261227266472,0.8325319886207581,0.8336055278778076,3
147,0.0,0.354011336962382,0.047559234414648426,0.29913848638534546,0.38334736227989197,3
148,0.0,0.030490759760141373,0.0030384690467077733,0.027021177113056183,0.03267698362469673,3
149,0.0,0.04142878080407778,0.014874339063904486,0.024807415902614594,0.05348694697022438,3
150,0.0,0.07058639079332352,0.03670449388590663,0.0323408767580986,0.10552623867988586,3
151,0.0,0.5882858633995056,0.11474339273086209,0.4598791003227234,0.6807703971862793,3
152,0.0,0.08708601693312328,0.008445490919658148,0.07779084891080856,0.09428824484348297,3
153,0.0,0.7354090809822083,0.030593724259830906,0.7001228928565979,0.7545149326324463,3
154,0.0,0.3455815265576045,0.09113962719653101,0.2426074892282486,0.41587525606155396,3
155,0.0,0.11115070929129918,0.0020066326347995753,0.10932785272598267,0.1133008748292923,3
156,0.0,0.046957078079382576,0.020634847441935878,0.0343528613448143,0.07077053189277649,3
157,0.0,0.8075306415557861,0.08503471535022601,0.7097311615943909,0.8640033006668091,3
158,0.0,0.8525209029515585,0.0011638864423575456,0.8513259291648865,0.8536509871482849,3
159,0.0,0.8051112492879232,0.1985250510244885,0.5827667713165283,0.964599072933197,3
160,0.0,0.22241496543089548,0.018818621632149698,0.20231479406356812,0.23961542546749115,3
161,0.0,0.5739414592583975,0.1598816869989157,0.3900608718395233,0.6801331043243408,3
162,0.0,0.7570269107818604,0.021591537829687736,0.742225170135498,0.7818023562431335,3
163,0.0,0.6217874685923258,0.07645113075343196,0.5367869734764099,0.6849265694618225,3
164,1.0,0.9227608839670817,0.02512127700392601,0.8966229557991028,0.9467241168022156,3
165,0.0,0.17055989305178323,0.0785925284122364,0.10932107269763947,0.2591805160045624,3
166,0.0,0.2737233986457189,0.1418239214366426,0.17785367369651794,0.4366398751735687,3
167,0.0,0.6401989459991455,0.09166010056679463,0.5557848215103149,0.7376985549926758,3
168,0.0,0.5001679956912994,0.07260737738753537,0.4434712529182434,0.5820041298866272,3
169,0.0,0.6411706606547037,0.0945406031944272,0.5344691276550293,0.7144967317581177,3
170,1.0,0.48957204818725586,0.04937437600968558,0.4610566198825836,0.5465846657752991,3
171,0.0,0.20226192971070608,0.01703246907925792,0.18427979946136475,0.21815134584903717,3
172,0.0,0.5837364594141642,0.04854440473632018,0.5465787053108215,0.6386613845825195,3
173,0.0,0.19771410524845123,0.019570780105888134,0.1773267239332199,0.21635062992572784,3
174,0.0,0.06289873644709587,0.04205672856282781,0.024248700588941574,0.10768744349479675,3
175,0.0,0.5069888333479563,0.03948273220369221,0.4667135775089264,0.5456281900405884,3
176,0.0,0.7589715917905172,0.06601877510590072,0.6913910508155823,0.823309063911438,3
177,0.0,0.459425151348114,0.04282328915808196,0.4120398759841919,0.4953575134277344,3
178,0.0,0.37349502245585126,0.013363927999184951,0.36577680706977844,0.38892635703086853,3
179,0.0,0.6665242910385132,0.004976033152383378,0.6607784628868103,0.6693974733352661,3
180,0.0,0.3599943021933238,1.9507944020458584e-05,0.35998064279556274,0.3600166440010071,3
181,0.0,0.2423220376173655,3.7113564895266607e-07,0.24232161045074463,0.24232228100299835,3
182,0.0,0.003324484918266535,0.000649757553343093,0.0028648856095969677,0.004067861475050449,3
183,0.0,0.16193114717801413,2.3827056151960144e-05,0.161907359957695,0.16195501387119293,3
184,0.0,0.8422073721885681,0.006376434066600225,0.8348566889762878,0.8462494611740112,3
185,0.0,0.3766787846883138,0.05370359714809376,0.3363594710826874,0.437640905380249,3
186,0.0,0.4813741942246755,0.06510749649281768,0.4267984926700592,0.5534404516220093,3
187,0.0,0.261526624361674,0.03409414427749985,0.22817158699035645,0.29631468653678894,3
188,0.0,0.25886183480421704,0.03427154321294364,0.22739510238170624,0.2953779399394989,3
189,0.0,0.8532489140828451,0.019349827632111453,0.8317847847938538,0.8693553805351257,3
190,1.0,0.18490498264630637,0.020790083100293174,0.1639518439769745,0.20552808046340942,3
191,0.0,0.0007997184002306312,0.0004951517882397121,0.00048683813656680286,0.001370591577142477,3
192,0.0,0.8335084517796835,0.08868432698530042,0.7330774068832397,0.9010477662086487,3
193,0.0,0.5981067816416422,0.0349207932488517,0.5577837228775024,0.6182685494422913,3
194,0.0,0.8824604352315267,0.01188103011136166,0.8732089996337891,0.8958592414855957,3
195,0.0,0.6028188467025757,0.2561871946385984,0.3129466772079468,0.7988672852516174,3
196,1.0,0.7369218667348226,0.07675378713527035,0.6516121029853821,0.8003812432289124,3
197,0.0,0.2304405321677526,0.07622084792935538,0.1459401696920395,0.29400700330734253,3
198,0.0,0.12327801436185837,0.01622884618941504,0.10724940896034241,0.13969995081424713,3
199,0.0,0.15926226476828256,0.015427159529227283,0.1501048505306244,0.1770736426115036,3
200,0.0,0.48093021909395856,0.0053058450954428914,0.47786596417427063,0.4870568811893463,3
201,0.0,0.09923231601715088,0.04406271070883273,0.053389228880405426,0.14126749336719513,3
202,0.0,0.7852621475855509,0.019727442109634504,0.7625765204429626,0.7983920574188232,3
203,0.0,0.5278751452763876,0.04709804252427535,0.47503548860549927,0.5654396414756775,3
204,0.0,2.1353951372778585e-05,2.533964568711109e-05,5.933456122875214e-06,5.0599144742591307e-05,3
205,0.0,0.3419046898682912,0.07722419106342568,0.25534918904304504,0.40374812483787537,3
206,0.0,0.9351673722267151,0.007528084665397307,0.9295374751091003,0.9437181949615479,3
207,0.0,0.28935442368189496,0.04448601199971859,0.2550480365753174,0.33961817622184753,3
208,0.0,0.7922109365463257,0.12536505540033552,0.6477762460708618,0.8728165030479431,3
209,0.0,0.4283745288848877,0.09607162708484787,0.36812445521354675,0.5391668081283569,3
210,0.0,0.46458975474039715,0.010097307836591773,0.45430809259414673,0.47449201345443726,3
211,0.0,0.4395146369934082,0.05960387958745488,0.3851524889469147,0.5032496452331543,3
212,0.0,0.38596587379773456,0.019934538914071518,0.37066617608070374,0.4085095226764679,3
213,0.0,0.32371365030606586,0.029828077511209482,0.30000221729278564,0.3572036027908325,3
214,0.0,0.7286891539891561,1.0466231656908472e-06,0.7286880612373352,0.7286901473999023,3
215,0.0,0.21186565359433493,0.02869847353047102,0.18025389313697815,0.2362811118364334,3
216,0.0,0.33747704823811847,0.010850995553752804,0.3267236053943634,0.348423033952713,3
217,0.0,0.8837571938832601,0.018783364468851812,0.8658002614974976,0.9032701849937439,3
218,0.0,0.5346117913722992,0.09835398066449164,0.43396976590156555,0.6305057406425476,3
219,0.0,0.06628554717948039,0.05593494476697194,0.0021392004564404488,0.10488962382078171,3
220,0.0,0.5567788680394491,0.3130232841325471,0.20003008842468262,0.7854653596878052,3
221,1.0,0.16771716376145682,0.017313975885762084,0.15167412161827087,0.18607015907764435,3
222,0.0,0.03524132693807284,0.028544289110133052,0.004926819354295731,0.06160346418619156,3
223,0.0,0.32522208491961163,0.0234686332187853,0.3115093410015106,0.35232067108154297,3
224,0.0,0.1399038682381312,0.018401250252763984,0.12639237940311432,0.16086122393608093,3
225,0.0,0.2405215005079905,0.03550849644673421,0.21973282098770142,0.28152182698249817,3
226,0.0,0.5064328809579214,0.026690193155870578,0.47582951188087463,0.5248876214027405,3
227,0.0,0.2291108469168345,0.05840383498937616,0.1729947328567505,0.2895609438419342,3
228,0.0,0.05088528742392858,0.022020641475494866,0.03757758438587189,0.07630313187837601,3
229,0.0,0.5985712806383768,0.06019023697735,0.5330941081047058,0.6514945030212402,3
230,0.0,0.4277713894844055,0.1262221719803977,0.30497506260871887,0.5571609735488892,3
231,0.0,0.8920302788416544,0.06198815473260128,0.8387067317962646,0.9600439667701721,3
233,0.0,0.37903765837351483,0.057600695971912724,0.3175871670246124,0.4318019151687622,3
234,0.0,0.701900064945221,0.021129467663172096,0.6775018572807312,0.7141000628471375,3
235,0.0,0.5817867914835612,0.05823313089459698,0.5149155259132385,0.6213275790214539,3
236,0.0,0.7738223274548849,0.24986172202776138,0.5015579462051392,0.9926283359527588,3
237,1.0,0.9743933280309042,0.008033334582524454,0.9651264548301697,0.9793848991394043,3
238,0.0,0.21136640508969626,0.060704656605789345,0.14186617732048035,0.2540123462677002,3
239,1.0,0.6366119384765625,0.07051443081758416,0.5719934105873108,0.7118236422538757,3
240,0.0,0.6960722208023071,0.03425862395112851,0.6585542559623718,0.7256919145584106,3
241,0.0,0.41200579206148785,0.02166286777889958,0.38720768690109253,0.4272456765174866,3
242,0.0,0.5649899244308472,1.4144145784278916e-05,0.5649816393852234,0.5650062561035156,3
243,0.0,0.8740848302841187,0.03131670693672458,0.8416635394096375,0.9041656255722046,3
244,0.0,0.5332540074984232,0.022926780666340067,0.517963171005249,0.5596151947975159,3
245,0.0,0.3743169705073039,0.027787830431515313,0.3447946310043335,0.3999633193016052,3
246,0.0,0.9541079998016357,,0.9541079998016357,0.9541079998016357,1
247,1.0,0.9677402774492899,0.008217918565435588,0.9602344036102295,0.9765211939811707,3
248,0.0,0.625346839427948,0.037536554446061056,0.5821974277496338,0.6504696607589722,3
249,0.0,0.3668263057867686,0.1057093755211232,0.2447657585144043,0.4284804165363312,3
250,0.0,0.40693923830986023,0.05867866298197106,0.34293806552886963,0.4582030773162842,3
251,0.0,0.008901504954944054,0.00432972986254132,0.005625707097351551,0.013810248114168644,3
252,0.0,0.4636022249857585,0.004779375966807166,0.45808348059654236,0.46636706590652466,3
253,0.0,0.0414910688996315,0.005346919303275479,0.036265984177589417,0.0469520166516304,3
254,0.0,0.4434022009372711,0.04625425214278078,0.40387895703315735,0.494274765253067,3
255,0.0,0.2233862727880478,0.03273302119551592,0.18753470480442047,0.25167784094810486,3
256,0.0,0.7140775918960571,0.019856952775771798,0.6911487579345703,0.7255438566207886,3
257,0.0,0.7505330840746561,0.04326490813730545,0.7070191502571106,0.793544590473175,3
258,1.0,0.8281911412874857,0.04602405112690641,0.7837687730789185,0.875665009021759,3
259,0.0,0.5432613293329874,0.04141073597465174,0.5111328959465027,0.5899959206581116,3
260,0.0,0.4665675063927968,0.16829716630678593,0.31793054938316345,0.6493028998374939,3
261,0.0,0.678858200709025,0.05055469986386697,0.6217028498649597,0.717718243598938,3
262,0.0,0.2716849247614543,0.06111588105205534,0.202314555644989,0.317593514919281,3
263,0.0,0.5293874541918436,0.08318326332654366,0.44409114122390747,0.6102829575538635,3
264,0.0,0.9611655275026957,0.01946484097899823,0.9407446980476379,0.9795075058937073,3
265,0.0,0.08110957220196724,0.03332484234549928,0.04973689094185829,0.11609257757663727,3
266,0.0,0.8692852854728699,0.09606064820170339,0.7734415531158447,0.9655613899230957,3
267,0.0,0.6905542810757955,0.10728161314559177,0.5812281370162964,0.7956672310829163,3
268,0.0,0.3308044870694478,0.06458662130294143,0.28800010681152344,0.4050959050655365,3
269,1.0,0.6482810378074646,0.09237404777491474,0.5729135274887085,0.7513312101364136,3
270,0.0,0.3756416141986847,0.012190032568775076,0.36210760474205017,0.3857582211494446,3
271,0.0,0.6132774949073792,0.043947386630157986,0.5663889050483704,0.6535285711288452,3
272,0.0,0.14357381065686545,0.06517924341437982,0.07355760037899017,0.20249073207378387,3
273,0.0,0.2680541127920151,0.018612804730290863,0.24971766769886017,0.28693148493766785,3
274,0.0,0.2339948167403539,0.04786269369273101,0.1829889714717865,0.27792707085609436,3
275,0.0,0.5897108316421509,0.07025669280845386,0.5120590925216675,0.6488752961158752,3
276,0.0,0.09363135695457458,0.02502539652895945,0.06657776981592178,0.11595292389392853,3
277,0.0,0.30670658747355145,0.07060396423467258,0.2627623975276947,0.3881480097770691,3
278,0.0,0.48308517535527545,0.022197306704021633,0.4575129449367523,0.4973766803741455,3
279,0.0,0.00017535869634836368,0.0002287282402229048,9.841162864177022e-06,0.0004363576590549201,3
280,0.0,0.15772569179534912,0.01817971799678396,0.13673356175422668,0.16822367906570435,3
281,0.0,0.14833581447601318,0.02657753409474815,0.12058104574680328,0.17355427145957947,3
282,0.0,0.3520568112532298,0.07957397965326475,0.28503137826919556,0.4400003254413605,3
283,0.0,0.8740784128506979,0.056970456107688104,0.8212189674377441,0.9344204068183899,3
284,0.0,0.5013340214888254,0.13242705199238045,0.3689015805721283,0.6337556838989258,3
285,0.0,0.5995704432328542,0.20970336484039287,0.35963669419288635,0.7478100657463074,3
286,0.0,0.30528420209884644,0.011197047248632458,0.29509493708610535,0.3172714412212372,3
287,0.0,0.14911669989426932,0.0319044222204766,0.12936043739318848,0.18592362105846405,3
288,0.0,0.4824720124403636,0.034580869529966335,0.4428149163722992,0.5063406825065613,3
289,0.0,0.4477626581986745,9.340702691070129e-07,0.4477616250514984,0.44776344299316406,3
290,0.0,0.451065997282664,0.04229045715231914,0.4063088893890381,0.4903585612773895,3
291,0.0,0.4896720548470815,0.023276293720154554,0.4698689579963684,0.5153109431266785,3
292,0.0,0.9489709933598837,0.05105544770421507,0.8904809355735779,0.984606921672821,3
293,0.0,0.3445519010225932,0.013891191429841295,0.33653151988983154,0.3605920672416687,3
294,0.0,0.6637882391611735,0.03951618942206406,0.6243479251861572,0.7033798694610596,3
295,1.0,0.2340322881937027,0.059165351053440854,0.19987177848815918,0.30235055088996887,3
296,1.0,0.7128482858339945,0.14685593939995026,0.6004188060760498,0.8790010809898376,3
